name,maker,information,danger,id,score
칼시탄정,한국글로벌제약,"1. 다음 경우의 비타민 D의 보급 - 임신ㆍ수유기, 발육기, 노년기 - 이 약에 함유된 비타민 등의 효능ㆍ효과는 다음과 같다.  ㆍ 뼈, 이의 발육불량  ㆍ 구루병의 예방2. 칼슘 결핍 및 기타 칼슘 보급",NULL,13297,1
보민스정,경남제약,"1. 주효능.효과    멀미에 의한 구역·구토·어지러움 2. 다음 질환에도 사용할 수 있다.    미로염·메니에르증후군·방사선 숙취에 따르는 구역, 구토, 어지러움",NULL,13298,5
젠탈정,뉴젠팜,"소화불량, 소화불량에 의한 위부.복부팽만감, 과식, 위체, 가슴이 답답함, 식욕부진(식욕감퇴)",NULL,13299,1
다마진정,한솔신약,"두드러기, 습진, 가려움증, 옻",NULL,13300,1
헤파콤연질캡슐,서흥,"[허가사항변경(2016년 재평가), 의약품안전평가과-4767, 2017.08.16.](캡슐제)(정제)육체피로 개선, 자양강장, 병중.병후의 비타민 B1 보급",NULL,13301,1
펜타맥스정,신신제약,"다음 증상의 완화: 신경통, 근육통, 관절통(요통, 어깨결림, 오십견 등), 손발의 저림, 눈의 피로. 다음 경우의 비타민 B1, B6, B12의 보급: 육체피로시, 임신ㆍ수유기, 병중ㆍ병후의 체력저하시",NULL,13302,1
아르텍연질캡슐10mg,알피바이오,"계절성 및 다년성 알레르기성 비염(코염), 알레르기성 결막염, 만성 특발성(원인불명의) 두드러기, 피부 소양증(가려움증)",NULL,13303,1
체인즈미연질캡슐,일동제약,"1) 다음 경우의 비타민 E, B6, C의 보급- 육체피로- 임신ㆍ수유기- 병중ㆍ병후(병을 앓는 동안이나 회복 후)의 체력저하시- 노년기- 이 약에 함유된 비타민 등의 효능ㆍ효과는 다음과 같다.· 비타민E: 말초혈행장애 및 갱년기시 다음 증상의 완화 : 어깨ㆍ목결림, 수족저림ㆍ수족냉증(손발이 차가움)· 비타민 C: 햇빛ㆍ피부병 등에 의한 색소침착(기미, 주근깨)의 완화, 잇몸출혈ㆍ비출혈(코피) 예방2) 아연의 보급",NULL,13304,3
잼플이부펜시럽,한국콜마,"1.주효능 효과 류마티양 관절염, 연소성 류마티양 관절염, 골관절염(퇴행성 관절질환), 감기로 인한 발열 및 동통, 요통,  월경곤란증, 수술후 동통2.다음 질환에도 사용할 수 있다. 강직성 척추염, 두통, 치통, 근육통, 신경통, 급성통품, 건선성관절염, 연조직손상(염좌, 좌상),  비관절 류마티스질환(건염, 건초염, 활액낭염)",NULL,13305,1
감모과립,동의제약,"종기로 인한 오한, 발열, 두통의 완화",NULL,13306,1
헤모닐캡슐,일화,"철 결핍성 빈혈",NULL,13307,2
헤모그린정,삼성제약,"철 결핍성 빈혈",NULL,13308,5
베타그린연질캡슐,삼성제약,"ㆍ 다음 경우의 비타민 A, E, B1, B2, B6, C의 보급 : 육체피로, 임신ㆍ수유기, 병중ㆍ병후의 체력저하시, 노년기ㆍ 햇빛 피부병 등에 의한 색소침착(기미, 주근깨)의 완화ㆍ 잇몸출혈ㆍ비출혈 예방ㆍ 말초혈행장애 및 갱년기시 다음 증상의 완화  : 어깨ㆍ목결림, 수족저림ㆍ수족냉증ㆍ 눈의 건조감의 완화, 야맹증",NULL,13309,1
징코넥스정120mg,함소아제약,"1. 말초동맥순환장애(간혈성 파행증)의 치료2. 어지러움, 혈관성 및 퇴행성 이명3. 이명, 두통, 기억력 감퇴, 집중력 장애, 우울감, 어지러움 등의 치매성 증상을 수반하는 기질성 뇌기증 장애",NULL,13310,5
판테환연질캡슐,제이더블유신약,"1. 고콜레스테롤 혈증의 개선2. 고콜레스테롤 혈증에 수반되는 말초혈행장애(수족냉증, 저림)의 완화",NULL,13311,1
콘티300연질캡슐,동방에프티엘,"1. 다음 경우의 비타민 E, B1, B6의 보급 - 육체 피로 - 임신 수유기 - 병중 병후의 체력저하시 - 노년기2. 이 약에 함유된 비타민 등의 효능 효과는 다음과 같다. - 말초혈행장애 및 갱년기시 다음 증상의 완화 : 어깨·목결림, 수족저림·수족냉증 - 다음 증상의 완화 : 신경통, 근육통, 관절통(요통, 견통 등), 구각염, 구순염, 구내염, 설염, 습진,피부염 - 각기 - 눈의 피로",NULL,13312,2
아이월드자소엽엑스산,아이월드제약,"발한, 해열, 이뇨, 건위, 거담",NULL,13313,1
카네덤크림,씨트리,"[허가사항변경(통일조정) 의약품심사조정과-6475, 2014.11.20]1. 피부사상균, 효모 곰팡이, 기타 진균에 의한 피부진균증   예: 백선, 어루러기, 피부칸디다증, 칸디다성 외음염 및 칸디다성 귀두염2. 상기 진균류에 중복감염된 피부질환3. 코리네박테륨에 의한 홍색음선",NULL,13314,1
미타본정,광동제약,"다음 경우의 칼슘과 인의 보급1. 골다공증, 골절치유 촉진2. 임신 ․ 수유부",NULL,13315,0
멜라스노우정,삼성제약,"○ 다음 경우의 비타민 C의 보급  - 육체피로, 임신·수유기, 병중·병후 체력저하시  - 이 약에 함유된 비타민 등의 효능·효과는 다음과 같다.   ㆍ 햇빛·피부병 등에 의한 색소침착(기미, 주근깨)의 완화   ㆍ 잇몸출혈·비출혈 예방",NULL,13316,1
버그진크림,한솔신약,"벌레 물린데, 피부가려움, 습진, 두드러기, 피부염, 땀띠, 동창",NULL,13317,1
페미란정,경남제약,"[허가사항변경(2011년 재평가), 의약품관리과-6843, 2012.12.31)](정제)갱년기 다음 증상의 완화 ·홍조, 땀이 남 ·정신적 긴장, 신경과민, 집중력 부족, 불면, 불안 또는 우울증상 ·생리전의 불쾌감",NULL,13318,2
경방연라환,경방신약,"식체(위체), 소화불량",NULL,13319,4
동구알벤다졸정,동구바이오제약,"[허가사항변경(2016년 재평가), 의약품안전평가과-4767, 2017.08.16.](정제)(저작정)(현탁액)회충, 요충, 십이지장충, 편충, 아메리카 구충, 분선충의 감염 및 이들 혼합감염의 치료",NULL,13320,1
헤모메디연질캡슐,삼성제약,"1. 다음 경우의 비타민 B6, C의 보급 - 육체피로 - 임신·수유기  - 병중·병후의 체력저하시2. 이 약에 함유된 비타민 등의 효능·효과는 다음과 같다. - 다음 증상의 완화 : 구각염, 구순염, 구내염, 설염, 습진, 피부염3. 철 결핍성 빈혈의 예방 및 치료",NULL,13321,1
에스바비산,경진제약사,지방과다증,NULL,13322,1
메가코인플러스연질캡슐,동방에프티엘,"1. 다음 경우의 비타민(E, B1, B2, B6)의 보급 육체피로, 임신ㆍ수유기, 병중ㆍ병후의 체력 저하시, 노년기2. 이 약에 함유된 비타민등의 효능ㆍ효과는 다음과 같다. 1) 말초혈행장애 및 갱년기시 다음 증상의 완화     어깨ㆍ목결림, 수족저림, 수족냉증 2) 다음 증상의 완화   신경통, 근육통, 관절통(요통, 견통 등), 구각염, 구순염, 구내염, 설염, 습진, 피부염 3) 각기 4) 눈의 피로",NULL,13323,1
알벤프리졸정,한풍제약,"[허가사항변경(2016년 재평가), 의약품안전평가과-4767, 2017.08.16.](정제)(저작정)(현탁액)회충, 요충, 십이지장충, 편충, 아메리카 구충, 분선충의 감염 및 이들 혼합감염의 치료",NULL,13324,1
익수소청룡탕엑스과립,익수제약,"기관지염, 기관지천식, 콧물, 묽은 가래를 수반하는 기침, 비염",NULL,13325,3
원스비타정,하나제약,"○ 다음 경우의 비타민 A, B1, B2, B6, C, D, E의 보급   -육체피로   -임신,수유기   -병중, 병후의 체력저하시   -발육기   -노년기 ○ 이약에 함유된 비타민 등의 효능․효과는 다음과 같다.    -눈의 건조감의 완화, 야맹증    -뼈, 이의 발육불량, 구루병의 예방 ○ 철 결핍성 빈혈의 예방 및 치료 ○ 아연의 보급",NULL,13326,1
신한방쾌통고카타플라스마,삼성제약,"다음 증상의 진통, 소염 : 삠, 타박상, 근육통, 골절통, 관절통, 요통, 어깨결림, 동창",NULL,13327,1
라니판정,한국글로벌제약,"위통, 속쓰림, 소화불량, 구역",NULL,13328,2
신신아시클로버크림,신신제약,"단순포진(물집) 바이러스 감염증(초기 및 재발성 생식기 포진(물집) 과 구순포진(입술물집) 포함)",NULL,13329,11
다이제스칸정,크리스탈생명과학,"소화불량, 식욕감퇴(식욕부진), 과식, 체함, 소화촉진, 소화불량으로 인한 위부(상복부)팽만감",NULL,13330,1
징코센정,한국콜마,"1. 주 효능효과  1) 말초동맥 순환장애(간헐성 파행증(이따금 절뚝거림))의 치료  2) 어지러움, 혈관성 및 퇴행성 이명(귀울림)  3) 이명(귀울림), 두통, 기억력 감퇴, 집중력 장애, 우울감, 어지러움 등의 치매성 증상을 수반하는 기질성 뇌기능 장애의 치료",NULL,13331,1
센스타민정,삼성제약,"다음 경우의 비타민 E, B1, B2, B6의 보급 - 육체피로, 임신 ㆍ 수유기, 병중 ㆍ 병후의 체력저하시, 노년기 - 이 약에 함유된 비타민 등의 효능 ㆍ 효과는 다음과 같다.    다음 증상의 완화 : 신경통, 근육통, 관절통(요통, 견통 등), 각기, 눈의 피로",NULL,13332,1
제텐페롤연질캡슐,동방에프티엘,"1.말초혈행장애 및 갱년기증사의 완화   어깨,목결림,수족저림ㆍ수족냉증2.노년기의 비타민보급3.아연의 보급",NULL,13333,1
유코맥스정,하나제약,"○ 다음 경우의 비타민 A, D, E, B1, B2, B6, C의 보급   -육체피로   -임신,수유기   -병중, 병후의 체력저하시   -발육기   -노년기○ 이약에 함유된 비타민 등의 효능ㆍ효과는 다음과 같다.   - 눈의 건조감의 완화, 야맹증   - 뼈, 이의 발육불량, 구루병의 예방   - 햇빛 ㆍ 피부병 등에 의한 색소침착(기미, 주근깨)의 완화   - 잇몸출혈 ㆍ 비출혈 예방   - 다음 증상의 완화 : 신경통, 근육통, 관절통(요통, 견통 등)   - 각기   - 눈의 피로○ 철 결핍성 빈혈의 예방 및 치료○ 아연의 보급",NULL,13334,6
드라이문트겔,동아제약,"[허가사항변경(2014년 재평가), 의약품안전평가과-2589, 2015.11.17](겔제)(액제)인후(목구멍)와 구강(입안)의 건조증(마름증)",NULL,13335,2
베오파제정,테라젠이텍스,"소화불량, 식욕감퇴(식욕부진), 과식, 체함, 소화촉진, 소화불량으로 인한 위부팽만감",NULL,13336,2
뉴시니벨시럽,일화,"멀미에 의한 어지러움·구토·두통의 예방 및 완화",NULL,13337,1
세롬연질캡슐,한국코러스,"고혈압의 저하 및 예방",NULL,13338,2
알벤졸정,삼성제약,"[허가사항변경(2016년 재평가), 의약품안전평가과-4767, 2017.08.16.](정제)(저작정)(현탁액)회충, 요충, 십이지장충, 편충, 아메리카 구충, 분선충의 감염 및 이들 혼합감염의 치료",NULL,13339,1
헤모에이스큐연질캡슐,알피바이오,"1. 다음 경우의 비타민C의 보급- 육체피로- 임신·수유기- 병중·병후의 체력저하시2. 철 결핍성 빈혈의 예방 및 치료",NULL,13340,18
중외한방코과립,제이더블유중외제약,"기관지염, 기관지천식, 콧물, 묽은 가래를 수반하는 기침, 비염",NULL,13341,2
은엑손플러스연질캡슐,종근당,"이명(귀울림), 두통, 기억력감퇴, 집중력장애, 우울감, 어지러움 등의 치매성증상을 수반하는 기질성 뇌기능장애의 치료",NULL,13342,1
상아테르비나핀겔,한국비엠아이,"1. Trichophyton(즉, T.rubrum, T.mentagrophytes, T.verrucosum, T.violaceum), Microsporum canis 및 Epidermophyton floccosum과 같은 피부사상균에 의한 피부진균 감염증 : 족부백선, 고부백선, 체부백선2. Pityrosporum orbiculare(Malassezia furfur)에 의한 전풍",NULL,13343,1
구로칼캡슐500mg,동구바이오제약,"1. 다음 질환에 사용할 수 있다.골관절염(퇴행성 관절질환)",NULL,13344,16
나리돌플러스에이캡슐,콜마파마,"[허가사항변경(안전성 정보처리), 의약품안전평가과-4208, 2016.08.04.] 치주치료 후 치은염, 경·중등도 치주염의 보조치료",NULL,13345,1
헤파로빈액,동화약품,"간질환의 보조 치료",NULL,13346,1
헤로마인연질캡슐,씨트리,"1. 철 결핍성 빈혈의 예방 및 치료2. 다음 경우의 비타민 C의 보급- 육체피로- 임신·수유기- 병중·병후(병을 앓는 동안이나 회복 후)의 체력저하시",NULL,13347,3
이탄탄플러스캡슐,마더스제약,"[허가사항변경(안전성 정보처리), 의약품안전평가과-4208, 2016.08.04.] 치주치료 후 치은염, 경·중등도 치주염의 보조치료",NULL,13348,2
캐치콜에프시럽,코오롱제약,"감기의 제증상(콧물, 코막힘, 재채기, 인후통, 기침, 가래, 오한, 발열, 두통, 관절통, 근육통)의 완화",NULL,13349,1
바르핀외용액1%,동성제약,"1. Trichophyton(T. rubrum, T. mentagrophytes, T. verrucosum, T. violaceum), Microsporum canis 및 Epidermophyton floccosum과 같은 피부사상균에 의한 피부진균감염증 : 족부백선, 고부백선(완선), 체부백선 2. Pityrosporum orbiculare (Malassezia furfur)에 의한 어루러기 3. 피부칸디다증(크림제에 한함)",NULL,13350,9
프로펜디연질캡슐,서흥,"[허가사항변경(2010년 재평가) 의약품관리과-7389호, 2011.12.29](정제)(캡슐제)(서방정)1. 만성 다발성 관절염, 류마티스관절염2. 관절증3. 강직척추염4. 외상 및 수술 후 통증성 부종 또는 염증5. 염증, 통증 및 발열을 수반하는 감염증의 치료보조",NULL,13351,1
헤파시린포르테연질캡슐,영풍제약,"[허가사항변경(2016년 재평가), 의약품안전평가과-7412, 2017.12.21.](캡슐제)다음 질환의 보조치료 : 만성 간질환, 간경변, 독성 간질환",NULL,13352,1
뉴로타민에스정,삼아제약,"다음 제증상의 완화 : 신경통, 근육통·관절통(요통, 어깨 결림, 오십견 등), 수족저림, 눈동자 피로",NULL,13353,3
리버린골드연질캡슐,태극제약,"[허가사항변경(2016년 재평가), 의약품안전평가과-7412, 2017.12.21.](캡슐제)다음 질환의 보조치료 : 만성 간질환, 간경변, 독성 간질환",NULL,13354,5
지메톨연질캡슐,한국콜마,"[허가사항변경(2014년 재평가), 한약정책과, 2016.08.04.](정제)(캡슐제)치주치료 후 치은염, 경.중등도 치주염의 보조치료",NULL,13355,1
아이클리어점안액,화일약품,"눈의 피로, 결막충혈, 수영 후 눈의 불쾌감 또는 먼지나 땀이 눈에 들어갔을 때, 자외선 및 기타광선에 의한 안염(설안염), 안검염(눈꺼풀의 진무름), 하드콘택트렌즈를 끼고 있을 때의 불쾌감, 눈의 가려움, 눈의 침침함(눈곱이 많을 때 등)",NULL,13356,1
다비오정,씨트리,"소화불량, 식욕감퇴(식욕부진), 소화불량으로 인한 위부팽만감, 과식, 식체(위체), 소화촉진, 구역, 구토",NULL,13357,1
리피케어연질캡슐,신일제약,"1. 고콜레스테롤 혈증의 개선2. 고콜레스테롤 혈증에 수반되는 말초혈행장애(수족냉증, 저림)의 완화",NULL,13358,1
프리칼씨정,태극제약,"1. 다음 경우의 비타민 D의 보급   - 임신ㆍ수유기   - 발육기   - 노년기   - 이 약에 함유된 비타민 등의 효능ㆍ효과는 다음과 같다.     ㆍ 뼈, 이의 발육불량     ㆍ 구루병의 예방2. 칼슘결핍 및 기타 칼슘의 보급",NULL,13359,1
캡텐플러스카타플라스마,한솔신약,"다음 질환 및 증상의 진통 ㆍ 소염 : 퇴행성관절염(골관절염), 어깨관절주위염, 건ㆍ건초염, 건주위염, 상완골상과염(테니스 엘보우 등), 근육통, 외상후의 종창 ㆍ 동통",NULL,13360,3
울트라비타정,제이에스제약,"○ 다음경우의 비타민 E, B1, B2, B6, C의 보급  - 육체피로  - 임신ㆍ수유기  - 병중ㆍ병후(병을 앓는 동안이나 회복 후)의 체력저하시  - 노년기  - 이 약에 함유된 비타민 등의 효능?효과는 다음과 같다.◆ 다음 증상의 완화 : 구각염(입꼬리염), 구순염(입술염), 구내염(입안염), 설염(혀염), 습진, 피부염◆ 햇빛ㆍ피부병 등에 의한 색소침착(기미, 주근깨)의 완화◆ 잇몸출혈ㆍ비출혈(코피) 예방○ 아연의 보급",NULL,13361,3
징코닥터연질캡슐120mg,삼성제약,"이명, 두통, 기억력감퇴, 집중력장애, 우울감, 어지러움 등의 치매성증상을 수반하는 기질성 뇌기능장애의 치료",NULL,13362,1
징코존120정,동인당제약,"(경구: 정제 40mg, 80mg, 120mg, 캅셀제 40mg, 액제)1. 주 효능효과  1) 말초동맥 순환장애(간헐성 파행증)의 치료  2) 어지러움, 혈관성 및 퇴행성 이명  3) 이명, 두통, 기억력 감퇴, 집중력 장애, 우울감, 어지러움 등의 치매성 증상을 수     반하는 기질성 뇌기능 장애의 치료",NULL,13363,1
비타데이정,동구바이오제약,"○ 다음 경우의 비타민 A, B₁, B₂, B_6, C, D, E의 보급- 육체피로- 수유기- 병중, 병후의 체력저하시- 발육기- 노년기○ 이 약에 함유된 비타민의 효능ㆍ효과는 다음과 같다.ㆍ눈의 건조감의 완화, 야맹증ㆍ뼈 ㆍ 이의 발육불량, 구루병의 예방○ 철 결핍성 빈혈의 예방 및 치료○ 아연의 보급",NULL,13364,1
태왕고카타플라스마,씨트리,"다음 증상의 진통․소염 : 삠, 타박상, 근육통, 골절통, 관절통, 요통, 어깨결림, 동창",NULL,13365,4
징코맥연질캡슐,서흥,"이명, 두통, 기억력감퇴, 집중력장애, 우울감, 어지러움 등의 치매성증상을 수반하는 기질성 뇌기능장애의 치료",NULL,13366,1
마이큐텐연질캡슐,하나제약,"1. 다음 경우의 비타민 A, D, E, B1, B2, B6, C의 보급 - 육체피로 - 수유기 - 병중 ·병후의 체력저하시 - 발육기 - 노년기2. 이 약에 함유된 비타 민 등의 효능·효과는 다음과 같다. - 눈의 건조감 완화, 야맹증 - 뼈, 이의 발육불량 - 구루병의 예방3. 철 결핍성 빈혈의 예방 및 치료4. 아연의 보급",NULL,13367,0
"이탄탄 큐캡슐",마더스제약,"치은염ㆍ 치조농루에 의한 여러증상(잇몸의 발적ㆍ부기ㆍ출혈,고름 등)의 완화",NULL,13368,2
동의마노신정,동의제약,"발적, 종착하여 단단해지고 동통을 수반하는 화농증",NULL,13369,17
씨토비큐정,경남제약,"ㆍ다음 경우의 비타민 B1, B2, B6, E의 보급 : 육체피로, 임신.수유기, 병중.병후의 체력 저하시, 노년기ㆍ다음 증상의 완화 : 신경통, 근육통, 관절통, 구각염, 구순염, 구내염, 설염, 습진, 피부염ㆍ각기ㆍ눈의피로ㆍ말초 혈행 장애 및 갱년기시 다음 증상의 완화 : 어깨.목 결림, 수족저림, 수족냉동",NULL,13370,1
로세타캡슐,테라젠이텍스,"양성 전립선 비대증과 관련된 다음 증상 : 요로 폐쇄에 의하지 아니한 배뇨장애",NULL,13371,2
에델헤파연질캡슐175mg,삼진제약,"다음 질환의 보조 치료 : 독성 간질환 , 만성 간염, 간경변",NULL,13372,1
카라신에스정,경남제약,"다음질환의 보조치료: 독성 간질환, 간세포보포, 만성간염, 간경변",NULL,13373,2
프렌스크림,경남제약,"습진 피부염군(진행성 지장각피증, 만성단순태선 포함), 양진군(구진두드러기 포함), 벌레물린데, 건선, 손 발바닥농포증",NULL,13374,1
맥스비타큐정,한풍제약,"○ 다음 경우의 비타민 E, B1, B2, B6, C의 보급  - 육체피로  - 임신 ㆍ 수유기  - 병중 ㆍ 병후의 체력저하시  - 노년기  - 이 약에 함유된 비타민 등의 효능 ㆍ 효과는 다음과 같다.＊ 비타민 B1 (티아민질산염)  - 다음 증상의 완화 : 신경통, 근육통, 관절통(요통, 견통 등)  - 각기  - 눈의 피로＊ 비타민 B2 (리보플라빈)  - 다음 증상의 완화 : 구각염, 구순염, 구내염, 설염, 습진, 피부염＊ 비타민 C (아스코르브산)  - 햇빛 ㆍ 피부병 등에 의한 색소침착(기미, 주근깨)의 완화  - 잇몸출혈 ㆍ 비출혈 예방○ 아연의 보급",NULL,13375,1
비타웰정,한솔신약,"○ 다음 경우의 비타민 A, B₁, B₂2, B_6, C, D, E의 보급   -육체피로   -임신, 수유기   -병중, 병후의 체력저하시   -발육기   -노년기 ○ 이약에 함유된 비타민 등의 효능․효과는 다음과 같다.    -눈의 건조감의 완화, 야맹증    -뼈, 이의 발육불량, 구루병의 예방 ○ 철 결핍성 빈혈의 예방 및 치료 ○ 아연의 보급",NULL,13376,1
옥시타민씨플러스정,삼성제약,"1. 다음 경우의 비타민 B1, B2, B6, C, E의 보급     : 육체피로, 임신, 수유기, 병중, 병후의 체력 저하시, 노년기2. 다음 증상의 완화 : 신경통, 근육통, 관절통(요통, 견통 등)3. 각기, 눈의 피로4. 햇빛, 피부병 등에 의한 색소침착(기미, 주근깨)의 완화5. 잇몸 출혈, 비출혈 예방6. 아연의 보급",NULL,13377,1
콘트라스300연질캡슐,동구바이오제약,"1. 다음 경우의 비타민(E, B1, B2, B6)의 보급 : 육체피로, 임신, 수유기, 병중, 병후의 체력저하시, 노년기2. 말초혈행장애 및 갱년기시 다음 증상의 완화 : 어깨, 목결림, 수족저림, 수족냉증3. 다음 증상의 완화 : 신경통, 근육통, 관절통(요통, 견통 등), 구각염, 구순염, 구내염, 설염, 습진, 피부염4. 각기5. 눈의 피로",NULL,13378,1
류마진겔,화일약품,"다음 질환 및 증상의 진통 ㆍ 소염 : 퇴행성관절염(골관절염), 어깨관절주위염, 건ㆍ건초염, 건주위염, 상완골상과염(테니스 엘보우 등), 근육통, 외상후의 종창 ㆍ 동통",NULL,13379,3
헤모메디에프연질캡슐,삼성제약,"1. 다음 경우의 비타민 B6, C의 보급 - 육체피로 - 임신·수유기  - 병중·병후의 체력저하시2. 이 약에 함유된 비타민 등의 효능·효과는 다음과 같다. - 다음 증상의 완화 : 구각염, 구순염, 구내염, 설염, 습진, 피부염3. 철 결핍성 빈혈의 예방 및 치료",NULL,13380,1
판비콩연질캡슐,광동제약,"1. 고콜레스테롤 혈증의 개선2. 고콜레스테롤 혈증에 수반되는 말초혈행장애(수족냉증, 저림)의 완화",NULL,13381,1
헤파큐민연질캡슐350mg,삼성제약,"다음 질환의 보조치료 : 독성 간질환, 만성간염, 간경변",NULL,13382,1
이모나에프캡슐,미래제약,"치은염(잇몸염), 치조(이틀)농루에 의한 여러증상(잇몸의 발적(충혈되어 붉어짐), 부기, 출혈, 고름 등)의 완화",NULL,13383,3
마더레디연질캡슐,씨트리,"1. 철 결핍성 빈혈의 예방 및 치료2. 다음 경우의 비타민 B6, C의 보급- 육체피로- 임신·수유기- 병중·병후(병을 앓는 동안이나 회복 후)의 체력저하시",NULL,13384,4
마더퀸캡슐,씨트리,"철 결핍성 빈혈의 예방 및 치료",NULL,13385,1
로얄맥씨연질캡슐,미래제약,"이 약에 함유된 비타민 등의 효능·효과는 다음과 같다.·말초혈행장애 및 갱년기시 다음 증상의 완화 : 어깨·목결림, 수족저림, 수족냉증(손발이 차가움)·다음 경우의 비타민 B1, B2, B6, C, E의 보급 : 육체피로, 임신·수유기, 병중·병후의 체력저하시, 노년기",NULL,13386,1
바이오헬씨연질캡슐,동구바이오제약,"1. 다음 경우의 비타민 A, B1, B2, B6, C, E의 보급- 육체피로, 임신·수유기, 병중·병후(병을 앓는 동안이나 회복 후)의 체력저하시, 노년   기2. 이 약에 함유된 비타민 등의 효능효과는 다음과 같다.- 눈의 건조감의 완화- 야맹증(밤에 잘 못보는 증상)",NULL,13387,1
우먼플러스정,한솔신약,"[허가사항변경(2011년 재평가), 의약품관리과-6843, 2012.12.31)](정제)갱년기 다음 증상의 완화 ·홍조, 땀이 남 ·정신적 긴장, 신경과민, 집중력 부족, 불면, 불안 또는 우울증상 ·생리전의 불쾌감",NULL,13388,7
닥터방스카파시딜액5%,넥스팜코리아,"[허가사항변경(2015년 재평가), 의약품안전평가과-943, 2016.02.23.](겔제)(액제) · 남성형 탈모증(안드로젠탈모증) 및 여성형 탈모증(안드로젠탈모증)의 치료(2 %, 3 %에 한함)· 남성형 탈모증(안드로젠탈모증)의 치료(5 %에 한함)",NULL,13389,1
치나은캡슐,익수제약,"치은염, 치조농루에 의한 여러 증상(잇몸의 발적, 부기, 출혈, 고름 등)의 완화",NULL,13390,1
리시브골드연질캡슐,제이더블유중외제약,"다음 질환의 보조치료: 독성간질환, 만성간염, 간경변",NULL,13391,1
익수맥문동탕엑스과립,익수제약,"가래가 끊어지지 않는 기침, 기관지염, 기관지천식",NULL,13392,1
유미비타정,동구바이오제약,"1. 다음 경우의 비타민 B1, B2, B6, C, E의 보급 : 육체피로, 임신, 수유기, 병중, 병후의 체력 저하시, 노년기2. 다음 증상의 완화 : 신경통, 근육통, 관절통(요통, 견통 등)3. 각기, 눈의 피로4. 햇빛, 피부병 등에 의한 색소침착(기미, 주근깨)의 완화5. 잇몸 출혈, 비출혈 예방6. 아연의 보급",NULL,13393,1
레드크로정,한국파비스제약,"갱년기의 다음 증상의 개선 : 홍조, 야한증, 감정기복으로 인한 화, 초조, 흥분, 불면증",NULL,13394,6
아로바플러스정,한국글로벌제약,"· 다음 경우의 비타민 B1보급 : 육체피로, 임신 수유기, 병중 병후의 체력저하시· 이 약에 함유된 비타민의 효능효과는 다음과 같다   - 다음 증상의 완화: 신경통, 근육통, 관절통(요통, 견통 등)    - 각기, 눈의피로",NULL,13395,1
마더스우황청심원액,마더스제약,"뇌졸중(전신불수, 수족불수, 언어장애, 혼수, 정신혼미, 안면신경마비), 고혈압, 두근거림, 정신불안, 급·만성경풍, 자율신경실조증, 인사불성",NULL,13396,6
마더스원방우황청심원액,마더스제약,"뇌졸중(전신불수, 수족불수, 언어장애, 혼수, 정신혼미, 안면신경마비), 고혈압, 두근거림, 정신불안, 급·만성경풍, 자율신경실조증, 인사불성",NULL,13397,1
헤포민캡슐,한국프라임제약,"철 결핍성 빈혈의 예방 및 치료",NULL,13398,1
글로큐텐연질캡슐,한국글로벌제약,"○ 다음 경우의 비타민A, C, E의 보급  - 육체피로, 임신, 수유기, 병중ㆍ병후의 체력저하시, 노년기  - 눈의 건조감의 완화, 야맹증  - 햇빛ㆍ피부병 등에 의한 색소침착(기미, 주근깨)의 완화, 잇몸출혈ㆍ비출혈    예방  - 말초혈행장애 및 갱년기시 다음 증상의 완화 : 어깨ㆍ목결림, 수족저림ㆍ수족냉증○ 아연의 보급",NULL,13399,1
디젠탈큐정,삼성제약,"소화불량, 식욕감퇴(식욕부진), 과식, 식체(위체), 소화촉진, 소화불량으로 인한 위부팽만감",NULL,13400,1
티로케어겔,고려제약,"[허가사항변경(2017년 재평가) 의약품안전평가과-4088, 2018.07.02] (겔제)티로트리신 감수성 균에 감염된 외상(예, 찰과상), 곪은 피부감염의 개선",NULL,13401,1
지르세틴정10mg,태극제약,"1. 계절성 및 다년성 알레르기성 비염, 알레르기성 결막염, 만성 특발성 두드러기, 피부소양증2. 하이드로코티손 외용제와 병용에 의한 습진, 피부염",NULL,13402,1
익수반하사심탕엑스과립,익수제약,"명치가 답답하고, 때때로 구역, 구토가 있고, 식욕부진(식욕감퇴)하며, 배에서 소리가 나고, 묽은 변 또는 설사 경향이 있는 사람의 다음 증상 : 급·만성 위장카타르, 발효설사, 소화불량, 위하수, 신경성 위염, 위장허약, 숙취, 트림, 속쓰림, 구내염, 신경과민",NULL,13403,3
에소틴정,한솔신약,"1. 주효능 효과1) 식도역류 및 열공(구멍)헤르니아(탈장), 위 십이지장염, 위 십이지장궤양에 있어서의 소화기능이상(복통(배아픔), 소화불량, 구역, 구토)2) 과민성대장증후군 및 경련성 결장3) 소아 질환 : 습관성 구토, 비감염성 장관(창자)통과장애(변비, 설사), 동요(안절부절)자극, 수면장애",NULL,13404,1
노베린캡슐,한국글로벌제약,"[허가사항변경(2014년 재평가), 의약품안전평가과-2589, 2015.11.17](캡슐제)설사, 묽은 변, 체함, 토사",NULL,13405,1
